|The Dirty Little Secrets of Getting Your Dream Job|
|The Third Wave: An Entrepreneur’s Vision of the Future|
|The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job|
|Shoe Dog: A Memoir by the Creator of NIKE|
|Made to Stick: Why Some Ideas Survive and Others Die|
|Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two|
|The Art of Startup Fundraising|
|Born for This: How to Find the Work You Were Meant to Do|
|The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It|
|Rich Dad, Poor Dad|
|The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses|
Rework
